,a,TSNE_1,TSNE_2,X     
5927,X15.95,-3.773252748,7.2004909,Stromal cell_Fmod high(Neonatal-Heart)   
5928,X16.95,-4.04727379,6.686288259,Stromal cell_Fmod high(Neonatal-Heart)   
5929,X24.95,-3.830300486,7.111058507,Stromal cell_Fmod high(Neonatal-Heart)   
5930,X48.95,-3.865538784,7.065034023,Stromal cell_Fmod high(Neonatal-Heart)   
5931,X6.92,-4.304935565,6.229263303,Stromal cell_Col3a1 high(Neonatal-Heart)   
5932,X34.92,-4.448745523,6.001605778,Stromal cell_Col3a1 high(Neonatal-Heart)   
5933,X36.92,-4.392755192,6.017369386,Stromal cell_Col3a1 high(Neonatal-Heart)   
5934,X7.92,-4.495513682,5.863374481,Stromal cell_Col3a1 high(Neonatal-Heart)   
5935,X11.92,-4.447645452,5.95588525,Stromal cell_Col3a1 high(Neonatal-Heart)   
5936,X16.92,-4.490985207,5.836281905,Stromal cell_Col3a1 high(Neonatal-Heart)   
5937,X28.92,-4.447278134,6.012103939,Stromal cell_Col3a1 high(Neonatal-Heart)   
5938,X17.92,-4.016167828,6.802109648,Stromal cell_Col3a1 high(Neonatal-Heart)   
5939,X8.92,-4.067788824,6.710162172,Stromal cell_Col3a1 high(Neonatal-Heart)   
5940,X33.92,-3.975694824,6.869161628,Stromal cell_Col3a1 high(Neonatal-Heart)   
5941,X35.92,-4.089160837,6.63365617,Stromal cell_Col3a1 high(Neonatal-Heart)   
5942,X1.95,-4.306209018,6.25981346,Stromal cell_Fmod high(Neonatal-Heart)   
5943,X25.92,-4.074628835,6.702886783,Stromal cell_Col3a1 high(Neonatal-Heart)   
5944,X3.95,-4.472905655,5.322045381,Stromal cell_Fmod high(Neonatal-Heart)   
5945,X14.92,-4.16735125,6.497527658,Stromal cell_Col3a1 high(Neonatal-Heart)   
5946,X18.92,-4.253295621,6.346283392,Stromal cell_Col3a1 high(Neonatal-Heart)   
5947,X41.92,-4.311812331,6.215099173,Stromal cell_Col3a1 high(Neonatal-Heart)   
5948,X15.92,-4.169315899,6.508027709,Stromal cell_Col3a1 high(Neonatal-Heart)   
5949,X31.92,-3.835723597,7.099025967,Stromal cell_Col3a1 high(Neonatal-Heart)   
5950,X19.95,-3.925067091,6.955966113,Stromal cell_Fmod high(Neonatal-Heart)   
5951,X30.92,-4.407734174,6.066458271,Stromal cell_Col3a1 high(Neonatal-Heart)   
5952,X20.92,-4.38763554,6.094281225,Stromal cell_Col3a1 high(Neonatal-Heart)   
5953,X42.92,-4.382515048,6.098969172,Stromal cell_Col3a1 high(Neonatal-Heart)   
5954,X46.92,-4.373293217,6.188215108,Stromal cell_Col3a1 high(Neonatal-Heart)   
5955,X47.92,-4.425623135,5.811079077,Stromal cell_Col3a1 high(Neonatal-Heart)   
5956,X26.92,-4.864578473,6.574425302,Stromal cell_Col3a1 high(Neonatal-Heart)   
5957,X38.95,-4.448220686,6.245716672,Stromal cell_Fmod high(Neonatal-Heart)   
5958,X27.92,-4.226128524,6.451979437,Stromal cell_Col3a1 high(Neonatal-Heart)   
5959,X37.92,-4.371571162,6.145857883,Stromal cell_Col3a1 high(Neonatal-Heart)   
5960,X48.92,-4.438736089,6.040511716,Stromal cell_Col3a1 high(Neonatal-Heart)   
5961,X29.92,-3.703999258,7.294083794,Stromal cell_Col3a1 high(Neonatal-Heart)   
5962,X38.92,-4.7802019,3.305541478,Stromal cell_Col3a1 high(Neonatal-Heart)   
5963,X40.92,-4.23331833,6.113389065,Stromal cell_Col3a1 high(Neonatal-Heart)   
5964,X2.95,-4.260960365,6.237480485,Stromal cell_Fmod high(Neonatal-Heart)   
5965,X4.95,-4.35998291,6.135248147,Stromal cell_Fmod high(Neonatal-Heart)   
5966,X5.93,-3.415422591,7.743335949,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5967,X18.93,-3.447253438,7.688401133,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5968,X41.93,-3.136821536,8.152010526,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5969,X6.95,-4.3099126,5.976815483,Stromal cell_Fmod high(Neonatal-Heart)   
5970,X9.95,-4.468007349,5.618531176,Stromal cell_Fmod high(Neonatal-Heart)   
5971,X49.92,-4.039583737,6.754034889,Stromal cell_Col3a1 high(Neonatal-Heart)   
5972,X21.93,-3.222012421,8.052461219,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5973,X24.93,-3.186994258,8.117567653,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5974,X38.93,-3.155440286,8.166048123,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5975,X11.93,-3.128217709,8.206625442,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5976,X1.93,-3.131475535,8.196818429,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5977,X14.93,-3.095671484,8.222433726,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5978,X27.93,-3.101653975,8.215673032,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5979,X34.93,-3.09796926,8.213121395,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5980,X12.93,-3.064279868,8.25228678,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5981,X2.93,-3.060990576,8.254640444,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5982,X43.93,-3.098002819,8.210873501,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5983,X45.93,-3.062841265,8.253454213,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5984,X15.93,-3.170428756,8.115736465,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5985,X3.93,-3.186238179,8.029944675,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5986,X42.93,-3.129791656,8.161912728,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5987,X44.93,-3.163054068,8.120511325,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5988,X28.93,-3.465621323,7.667920974,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5989,X6.93,-3.134249162,8.174302934,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5990,X19.93,-3.081065532,8.234311793,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5991,X7.93,-3.103450136,8.197596563,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5992,X23.93,-3.138777674,8.084200376,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5993,X39.93,-3.119595633,8.179848663,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5994,X8.93,-3.086915064,8.241192992,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5995,X9.93,-3.072809881,8.253345707,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5996,X10.93,-3.095679788,8.211098267,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5997,X13.93,-3.075801347,8.239518451,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5998,X32.93,-3.06647653,8.251324848,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
5999,X16.93,-4.128803514,6.869364481,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6000,X17.93,-3.08022148,8.236329561,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6001,X49.93,-3.112613764,8.187227695,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6002,X29.93,-3.205699931,8.065393267,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6003,X47.93,-3.179210072,8.126065708,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6004,X25.93,-3.035873066,8.281664028,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6005,X26.93,-3.188711043,8.225697118,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6006,X30.93,-3.135643841,8.174350968,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6007,X35.93,-3.068330035,8.248752137,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6008,X36.93,-3.123408685,8.159237092,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6009,X37.93,-3.061061992,8.257811386,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6010,X48.93,-3.092057522,8.225826731,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)  
6011,X23.94,-4.912198371,2.656857407,Vascular endothelial cell(Neonatal-Heart)   
6012,X0.95,-4.899547891,2.62084274,Vascular endothelial cell(Neonatal-Heart)   
6013,X30.94,-5.056691999,2.636375455,Vascular endothelial cell(Neonatal-Heart)   
6014,X44.94,-4.960177024,2.652122567,Vascular endothelial cell(Neonatal-Heart)   
6015,X48.94,-4.951205177,2.650463009,Vascular endothelial cell(Neonatal-Heart)   
6016,X1.94,-4.961116516,2.749722469,Vascular endothelial cell(Neonatal-Heart)   
6017,X39.94,-4.99835386,2.66450589,Vascular endothelial cell(Neonatal-Heart)   
6018,X2.94,-5.211991465,2.517030026,Vascular endothelial cell(Neonatal-Heart)   
6019,X40.94,-5.209547659,2.498972908,Vascular endothelial cell(Neonatal-Heart)   
6020,X43.94,-5.191907836,2.543958937,Vascular endothelial cell(Neonatal-Heart)   
6021,X15.94,-5.081073724,2.656671685,Vascular endothelial cell(Neonatal-Heart)   
6022,X47.94,-5.08553088,2.627922426,Vascular endothelial cell(Neonatal-Heart)   
6023,X7.94,-5.019281592,2.684497277,Vascular endothelial cell(Neonatal-Heart)   
6024,X5.94,-4.746889881,2.787748392,Vascular endothelial cell(Neonatal-Heart)   
6025,X9.94,-4.860548952,2.723962617,Vascular endothelial cell(Neonatal-Heart)   
6026,X11.94,-4.931221906,2.708363021,Vascular endothelial cell(Neonatal-Heart)   
6027,X24.94,-5.078406368,2.636730459,Vascular endothelial cell(Neonatal-Heart)   
6028,X8.94,-5.10093284,2.594003993,Vascular endothelial cell(Neonatal-Heart)   
6029,X27.94,-4.894524177,2.691156631,Vascular endothelial cell(Neonatal-Heart)   
6030,X12.94,-5.087518446,2.6778321,Vascular endothelial cell(Neonatal-Heart)   
6031,X29.94,-5.222935148,2.547105285,Vascular endothelial cell(Neonatal-Heart)   
6032,X36.94,-5.070395528,2.644983627,Vascular endothelial cell(Neonatal-Heart)   
6033,X41.94,-5.21516047,2.515946394,Vascular endothelial cell(Neonatal-Heart)   
6034,X46.94,-4.993057898,2.713282839,Vascular endothelial cell(Neonatal-Heart)   
6035,X49.94,-5.036561242,2.635996915,Vascular endothelial cell(Neonatal-Heart)   
6036,X0.96,-4.516343058,6.088936402,Stromal cell_Fmod high(Neonatal-Heart)   
6037,X35.95,-4.453369318,6.047673222,Stromal cell_Fmod high(Neonatal-Heart)   
6038,X23.95,-4.325304259,6.214918472,Stromal cell_Fmod high(Neonatal-Heart)   
6039,X40.95,-4.366174661,6.099723708,Stromal cell_Fmod high(Neonatal-Heart)   
6040,X5.95,-4.364172915,5.663369757,Stromal cell_Fmod high(Neonatal-Heart)   
6041,X30.95,-4.42986654,5.908364247,Stromal cell_Fmod high(Neonatal-Heart)   
6042,X42.95,-4.709735602,5.343590509,Stromal cell_Fmod high(Neonatal-Heart)   
6043,X8.95,-4.292790063,6.227224931,Stromal cell_Fmod high(Neonatal-Heart)   
6044,X29.95,-4.279473186,6.247835389,Stromal cell_Fmod high(Neonatal-Heart)   
6045,X36.95,-4.147953319,6.501204593,Stromal cell_Fmod high(Neonatal-Heart)   
6046,X21.95,-3.871987826,7.027955201,Stromal cell_Fmod high(Neonatal-Heart)   
6047,X17.95,-3.905932261,6.985988244,Stromal cell_Fmod high(Neonatal-Heart)   
6048,X31.95,-3.841592574,7.096543157,Stromal cell_Fmod high(Neonatal-Heart)   
6049,X49.95,-3.850023714,7.082105427,Stromal cell_Fmod high(Neonatal-Heart)   
6050,X18.95,-4.371855689,4.729918592,Stromal cell_Fmod high(Neonatal-Heart)   
6051,X22.95,-4.266766529,6.258049392,Stromal cell_Fmod high(Neonatal-Heart)   
6052,X43.95,-4.351728965,6.143287042,Stromal cell_Fmod high(Neonatal-Heart)   
6053,X27.95,-3.77578493,7.198372491,Stromal cell_Fmod high(Neonatal-Heart)   
6054,X28.95,-4.310359298,5.984258458,Stromal cell_Fmod high(Neonatal-Heart)   
6055,X39.95,-4.239365547,6.214718118,Stromal cell_Fmod high(Neonatal-Heart)   
6056,X41.95,-4.187107154,6.488131236,Stromal cell_Fmod high(Neonatal-Heart)   
6057,X44.95,-3.482422273,5.313285668,Stromal cell_Fmod high(Neonatal-Heart)   
6058,X0.97,0.576157774,-13.85167774,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6059,X18.96,0.511345875,-13.80303843,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6060,X35.99,0.434902643,-13.88710758,Muscle cell_Junb high(Neonatal-Calvaria)   
6061,X1.96,0.128066956,-13.87941863,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6062,X3.96,0.19564875,-14.14789228,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6063,X11.96,0.170358738,-13.6989515,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6064,X6.96,0.002811536,-14.18188197,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6065,X7.99,0.42122544,-13.72717627,Muscle cell_Junb high(Neonatal-Calvaria)   
6066,X22.96,-0.16595725,-13.27351915,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6067,X17.98,0.190084885,-13.95911385,Osteoblast (Neonatal-Calvaria)    
6068,X12.96,-0.290359041,-13.97274798,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6069,X13.96,-0.016773312,-13.9088516,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6070,X14.96,-0.314575618,-14.2125078,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6071,X15.96,-0.435983946,-14.13453084,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6072,X17.96,0.125195682,-13.63471715,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6073,X19.96,-0.221651192,-14.24201205,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6074,X20.96,0.05788955,-13.88609628,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6075,X21.96,0.069721145,-13.70697304,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6076,X25.96,-0.154786554,-14.19956613,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6077,X26.96,-0.372054784,-14.06099898,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6078,X27.96,-0.117012791,-14.15588874,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6079,X31.96,0.124840163,-13.96270723,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6080,X35.96,-0.1537642,-14.13817085,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6081,X36.96,-0.522970009,-14.06780296,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6082,X38.96,-0.126768557,-14.20223596,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6083,X39.96,0.3020432,-13.98188034,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6084,X27.99,0.117988367,-14.07604779,Muscle cell_Junb high(Neonatal-Calvaria)   
6085,X45.99,0.364264228,-13.97575749,Muscle cell_Junb high(Neonatal-Calvaria)   
6086,X40.96,-0.065863451,-13.73464408,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6087,X42.96,-0.26085264,-14.37030213,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6088,X44.96,-0.085645034,-14.18191746,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6089,X45.96,-0.068206591,-14.22588427,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6090,X48.96,-0.316479112,-14.37127539,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6091,X49.96,-0.275383758,-14.15516251,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   
6092,X0.98,0.088425968,-13.66413141,Dividng cell(Neonatal-Calvaria)    
6093,X1.97,-0.467897816,-14.156052,Dividng cell(Neonatal-Calvaria)    
6094,X2.97,-0.443191693,-14.36731036,Dividng cell(Neonatal-Calvaria)    
6095,X3.97,-0.075301471,-14.34331972,Dividng cell(Neonatal-Calvaria)    
6096,X4.97,-0.43397823,-14.50172015,Dividng cell(Neonatal-Calvaria)    
6097,X5.97,0.363011164,-13.71675883,Dividng cell(Neonatal-Calvaria)    
6098,X6.97,-0.163407002,-14.34647167,Dividng cell(Neonatal-Calvaria)    
6099,X7.97,-0.631850072,-14.34057763,Dividng cell(Neonatal-Calvaria)    
6100,X8.97,-0.444395791,-14.29619927,Dividng cell(Neonatal-Calvaria)    
6101,X9.97,-0.626262165,-14.33282298,Dividng cell(Neonatal-Calvaria)    
6102,X30.97,-0.652924505,-14.37743671,Dividng cell(Neonatal-Calvaria)    
6103,X47.97,-0.581519771,-14.4956933,Dividng cell(Neonatal-Calvaria)    
6104,X10.97,-0.533908225,-14.46047797,Dividng cell(Neonatal-Calvaria)    
6105,X11.97,-0.232310206,-14.38708598,Dividng cell(Neonatal-Calvaria)    
6106,X12.97,0.434561866,-13.87954213,Dividng cell(Neonatal-Calvaria)    
6107,X13.97,0.379332269,-13.96432306,Dividng cell(Neonatal-Calvaria)    
6108,X47.99,0.238686848,-13.94142248,Muscle cell_Junb high(Neonatal-Calvaria)   
6109,X14.97,-0.497181917,-14.02655041,Dividng cell(Neonatal-Calvaria)    
6110,X16.97,-0.257688014,-14.35855805,Dividng cell(Neonatal-Calvaria)    
6111,X17.97,-0.573083645,-14.53360429,Dividng cell(Neonatal-Calvaria)    
6112,X18.97,-0.538414337,-14.58431661,Dividng cell(Neonatal-Calvaria)    
6113,X19.97,-0.287453835,-14.41689281,Dividng cell(Neonatal-Calvaria)    
6114,X20.97,-0.320812485,-14.25926811,Dividng cell(Neonatal-Calvaria)    
6115,X21.97,-0.168484439,-14.2129841,Dividng cell(Neonatal-Calvaria)    
6116,X22.97,-0.455154221,-14.12846949,Dividng cell(Neonatal-Calvaria)    
6117,X23.97,-0.388750188,-14.21583688,Dividng cell(Neonatal-Calvaria)    
6118,X24.97,0.033237198,-14.27328432,Dividng cell(Neonatal-Calvaria)    
6119,X25.97,0.168695105,-13.85684787,Dividng cell(Neonatal-Calvaria)    
6120,X26.97,0.222822654,-14.10620758,Dividng cell(Neonatal-Calvaria)    
6121,X27.97,-0.34661638,-14.46484177,Dividng cell(Neonatal-Calvaria)    
6122,X28.97,0.176748195,-14.07389396,Dividng cell(Neonatal-Calvaria)    
6123,X29.97,-0.588478126,-14.32619169,Dividng cell(Neonatal-Calvaria)    
6124,X33.97,-0.223418221,-14.16575975,Dividng cell(Neonatal-Calvaria)    
6125,X3.150,5.584302208,-4.176770164,Stromal cell_Cdkn1c high(Fetal_Stomache)   
6126,X35.97,-0.24830929,-14.22547903,Dividng cell(Neonatal-Calvaria)    
6127,X37.97,-0.297429535,-14.35251936,Dividng cell(Neonatal-Calvaria)    
6128,X38.97,-0.433267005,-14.27022774,Dividng cell(Neonatal-Calvaria)    
6129,X40.97,-0.431871832,-14.16702204,Dividng cell(Neonatal-Calvaria)    
6130,X41.97,-0.477793727,-14.49179333,Dividng cell(Neonatal-Calvaria)    
6131,X42.97,-0.335621463,-14.2478216,Dividng cell(Neonatal-Calvaria)    
6132,X43.97,-0.14276979,-14.05330732,Dividng cell(Neonatal-Calvaria)    
6133,X45.97,-0.186843913,-14.32350956,Dividng cell(Neonatal-Calvaria)    
6134,X46.97,-0.386444628,-14.46568422,Dividng cell(Neonatal-Calvaria)    
6135,X48.97,-0.257318879,-14.37215678,Dividng cell(Neonatal-Calvaria)    
6136,X49.97,-0.176489349,-14.25743721,Dividng cell(Neonatal-Calvaria)    
6137,X0.99,-0.113788139,-14.33358712,Osteoblast (Neonatal-Calvaria)    
6138,X2.98,-0.371490548,-14.1330206,Osteoblast (Neonatal-Calvaria)    
6139,X6.98,-0.267845756,-13.8955619,Osteoblast (Neonatal-Calvaria)    
6140,X35.98,-0.209867176,-14.0369321,Osteoblast (Neonatal-Calvaria)    
6141,X7.98,-0.464418887,-14.16654233,Osteoblast (Neonatal-Calvaria)    
6142,X8.98,-0.229126724,-14.17814259,Osteoblast (Neonatal-Calvaria)    
6143,X9.98,-0.245883919,-14.1066231,Osteoblast (Neonatal-Calvaria)    
6144,X10.98,-0.467484697,-14.15338316,Osteoblast (Neonatal-Calvaria)    
6145,X12.98,-0.394188179,-14.2243977,Osteoblast (Neonatal-Calvaria)    
6146,X13.98,0.40908499,-13.64510788,Osteoblast (Neonatal-Calvaria)    
6147,X25.98,0.534217719,-13.78703249,Osteoblast (Neonatal-Calvaria)    
6148,X14.98,-0.005104465,-13.48596784,Osteoblast (Neonatal-Calvaria)    
6149,X44.98,-0.242527232,-13.82163831,Osteoblast (Neonatal-Calvaria)    
6150,X16.98,0.276166567,-13.83746371,Osteoblast (Neonatal-Calvaria)    
6151,X15.99,0.199940197,-13.9212449,Muscle cell_Junb high(Neonatal-Calvaria)   
6152,X18.98,-0.279521226,-14.40983958,Osteoblast (Neonatal-Calvaria)    
6153,X19.98,-0.525832782,-14.08320118,Osteoblast (Neonatal-Calvaria)    
6154,X20.98,-0.364326215,-13.93000944,Osteoblast (Neonatal-Calvaria)    
6155,X23.98,-0.029841722,-14.1109591,Osteoblast (Neonatal-Calvaria)    
6156,X24.98,-0.427484745,-14.53435365,Osteoblast (Neonatal-Calvaria)    
6157,X28.98,0.4865726,-13.90944084,Osteoblast (Neonatal-Calvaria)    
6158,X19.99,0.485542284,-13.91980041,Muscle cell_Junb high(Neonatal-Calvaria)   
6159,X26.99,0.497873372,-13.81864775,Muscle cell_Junb high(Neonatal-Calvaria)   
6160,X26.98,-0.406720822,-14.28640859,Osteoblast (Neonatal-Calvaria)    
6161,X27.98,0.12289073,-13.59070768,Osteoblast (Neonatal-Calvaria)    
6162,X29.99,0.190544664,-13.53828712,Muscle cell_Junb high(Neonatal-Calvaria)   
6163,X44.99,0.160883564,-13.93360406,Muscle cell_Junb high(Neonatal-Calvaria)   
6164,X29.98,-0.463185298,-14.02926389,Osteoblast (Neonatal-Calvaria)    
6165,X30.98,-0.481245433,-13.65864936,Osteoblast (Neonatal-Calvaria)    
6166,X31.98,-0.023625452,-14.04820366,Osteoblast (Neonatal-Calvaria)    
6167,X32.98,-0.510218097,-14.41776076,Osteoblast (Neonatal-Calvaria)    
6168,X33.98,0.146031911,-13.95926943,Osteoblast (Neonatal-Calvaria)    
6169,X34.98,-0.328578131,-14.39249828,Osteoblast (Neonatal-Calvaria)    
6170,X36.98,-0.060387492,-14.20450639,Osteoblast (Neonatal-Calvaria)    
6171,X38.98,0.327166603,-14.04178005,Osteoblast (Neonatal-Calvaria)    
6172,X39.98,-0.386637458,-14.27543791,Osteoblast (Neonatal-Calvaria)    
6173,X40.98,-0.112076977,-14.32799923,Osteoblast (Neonatal-Calvaria)    
6174,X41.98,-0.330918916,-14.2683007,Osteoblast (Neonatal-Calvaria)    
6175,X42.98,-0.485220658,-14.29496169,Osteoblast (Neonatal-Calvaria)    
6176,X43.98,-0.22994184,-13.99872103,Osteoblast (Neonatal-Calvaria)    
6177,X45.98,0.06035855,-13.91925707,Osteoblast (Neonatal-Calvaria)    
6178,X46.98,-0.513200914,-14.11261229,Osteoblast (Neonatal-Calvaria)    
6179,X47.98,0.477023278,-13.60039602,Osteoblast (Neonatal-Calvaria)    
6180,X48.98,-0.325903243,-14.20449453,Osteoblast (Neonatal-Calvaria)    
6181,X49.98,-0.192650086,-13.83372917,Osteoblast (Neonatal-Calvaria)    
6182,X0.100,-0.061957763,-14.12761242,Muscle cell_Junb high(Neonatal-Calvaria)   
